id_left	string_left
2321397	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.
172945	The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit,'' Taubman Centers said in a statement.
2472825	Authorities did not immediately release the identities of the victims pending family notification.
969586	The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.
1953291	The cuts are expected to save Texas consumers more than $510 million, and most policyholders will see reductions, Black said.
2679022	"""""""In New Hampshire yesterday, Mr Bush reiterated Saddam's regime """"""""possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people""""""""."""""""
510887	The final round of the bee will be broadcast on ESPN at 1 p.m. Thursday.
2484349	At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.
1501925	To put it very simply, Antetonitrus is Brontosaurus's older brother, hence the name.
813244	But church members and observers say they expect that the decision could be problematic for many Episcopalians.
2749311	Bush already is halfway to his goal of raising $150 million to $170 million for next year's primaries.
3102010	"""""""""""""""Turning the corner does not mean we've crossed the finish line,"""""""" Gregory told reporters."""""""
1864807	The latest raid came as US lawmakers debate a report that accuses Saudi Arabia of not doing enough to counter terrorism.
2607409	Doctors who knowingly violate the ban could face up to two years in prison.
2795949	The delegation leaves Chicago today, then will take another week to ready the remains for reburial.
636412	As planned, the services will be rolled into Yukon when it ships (see story).
1163497	Toronto Police Chief Chief Julian Fantino confirmed Friday morning that a man had been arrested in the slaying of Toronto girl Holly Jones.
276404	They later fell out and have backed a series of rival Congolese militias in recent years.
666238	Marshall pressed the practical case that a quite similar civil-rights bill based on the 14th Amendment was struck down by the Supreme Court in 1883.
960861	But she said it will be difficult for investigators to directly tie any decline in shuttle funding to the February disaster.
2089677	The Toronto Stock Exchange opened on time and slightly lower.
2083437	The special tests were developed to measure student progress in meeting the state's standards for the content taught in each grade.
342605	At least 1,750 people were ordered to evacuate their homes shortly before 9 a.m. as a precaution, said Steve Powers, Marquette County administrator.
2030918	It is essential that proceedings against accused terrorists both be fair and appear fair to outside observers, he said.
3267232	Some 95 million Americans -- half of all households -- invest in mutual funds.
1694591	The technology is available for download on the Microsoft Developer Network (MSDN) site.
3304690	Meningitis is an infection of the spinal cord fluid and the tissue around the brain.
2553132	It is for that reason that legal scholars said the Denver ruling is at least plausible.
2155800	The blue-chip Dow Jones industrial average .DJI finished down 31.23 points, or 0.33 percent, at 9,317.64.
375576	School officials said Van-Vliet reported the accident using the bus’ radio.
2155884	The broader Standard & Poor's 500 Index .SPX shed 1.8 points, or 0.18 percent, to 991.
1322386	But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains solvent.
2524292	He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .
3326118	Ohio Attorney General Jim Petro hailed the appellate court ruling.
1625195	"""""""In an appearance before a parliamentary committee on Tuesday, Mr. Blair suggested that only """"""""evidence of weapons programs"""""""" rather than the weapons themselves would be uncovered."""""""
1830745	The banks neither admit nor deny the SEC charges under the settlements.
1524868	But 13 people have been killed since 1900 and hundreds injured.
851678	"""""""On the other hand, if this will help further establish Steve's innocence, we welcome it."""""""""""""""
54823	The April 19, 1995, bombing of the Alfred P. Murrah Federal Building came on the second anniversary of the fiery end of the Branch Davidian siege in Waco, Texas.
392771	The year-ago comparisons were restated to include Compaq results.
1987428	"""""""Investment bank Merrill Lynch raised its investment rating on the business software maker Oracle to """"""""buy"""""""" from """"""""neutral"""""""" with a 12-month price target of $15."""""""
711871	"""""""The report confirmed the ACLU's view that the civil liberties and rights of immigrants """"""""were trampled in the aftermath of 9/11,"""""""" said Romero."""""""
1443641	The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.
2221841	United is working closely with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December.
2830817	The moves came within four days of the crash and before the National Transportation Safety Board finished investigating.
134455	On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.
2060262	The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.
3185726	They also found shortness was associated with a family history of hearing loss.
2378827	He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.
2893299	On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.
2080922	Navistar shares were down 44 cents, or 1.1 percent, at $41.19 on the New York Stock Exchange after falling as low as $39.93.
3251501	Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.
2636300	The appeals court judges were in sharp disagreement over what should be done when they ruled in February.
226395	Bremer, 61, is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.
488404	Another is investor disenchantment with US investments, leading them to pull out of US assets - selling dollars as they do so and driving the dollar exchange rate down.
